Driver,LapNumber,LapTimeSeconds,TyreLife,Team,Compound_HARD,Compound_MEDIUM,Compound_SOFT
ALB,52.0,97.861,12.0,Williams,False,False,True
ALB,53.0,97.778,13.0,Williams,False,False,True
ALB,54.0,97.78,14.0,Williams,False,False,True
ALB,55.0,97.803,15.0,Williams,False,False,True
ALB,56.0,98.159,16.0,Williams,False,False,True
ALB,57.0,98.137,17.0,Williams,False,False,True
ZHO,14.0,99.33,2.0,Alfa Romeo,True,False,False
ZHO,15.0,99.229,3.0,Alfa Romeo,True,False,False
ZHO,16.0,98.998,4.0,Alfa Romeo,True,False,False
ZHO,17.0,99.143,5.0,Alfa Romeo,True,False,False
ZHO,18.0,98.873,6.0,Alfa Romeo,True,False,False
ZHO,19.0,98.794,7.0,Alfa Romeo,True,False,False
ZHO,20.0,98.896,8.0,Alfa Romeo,True,False,False
ZHO,21.0,98.888,9.0,Alfa Romeo,True,False,False
ZHO,22.0,99.115,10.0,Alfa Romeo,True,False,False
ZHO,23.0,99.462,11.0,Alfa Romeo,True,False,False
ZHO,24.0,99.503,12.0,Alfa Romeo,True,False,False
ZHO,25.0,99.066,13.0,Alfa Romeo,True,False,False
ZHO,26.0,99.427,14.0,Alfa Romeo,True,False,False
ZHO,27.0,99.235,15.0,Alfa Romeo,True,False,False
ZHO,28.0,99.412,16.0,Alfa Romeo,True,False,False
ZHO,29.0,99.361,17.0,Alfa Romeo,True,False,False
ZHO,30.0,99.382,18.0,Alfa Romeo,True,False,False
ZHO,31.0,99.67,19.0,Alfa Romeo,True,False,False
ZHO,34.0,97.037,5.0,Alfa Romeo,False,False,True
ZHO,35.0,97.55,6.0,Alfa Romeo,False,False,True
ZHO,36.0,97.957,7.0,Alfa Romeo,False,False,True
ZHO,37.0,98.003,8.0,Alfa Romeo,False,False,True
ZHO,38.0,98.422,9.0,Alfa Romeo,False,False,True
ZHO,39.0,98.368,10.0,Alfa Romeo,False,False,True
ZHO,42.0,99.904,13.0,Alfa Romeo,False,False,True
ZHO,43.0,98.311,14.0,Alfa Romeo,False,False,True
ZHO,44.0,97.974,15.0,Alfa Romeo,False,False,True
ZHO,45.0,97.95,16.0,Alfa Romeo,False,False,True
ZHO,46.0,98.336,17.0,Alfa Romeo,False,False,True
ZHO,47.0,99.553,18.0,Alfa Romeo,False,False,True
ZHO,48.0,98.596,19.0,Alfa Romeo,False,False,True
ZHO,49.0,98.628,20.0,Alfa Romeo,False,False,True
ZHO,50.0,99.893,21.0,Alfa Romeo,False,False,True
ZHO,51.0,98.719,22.0,Alfa Romeo,False,False,True
ZHO,52.0,98.713,23.0,Alfa Romeo,False,False,True
ZHO,53.0,98.634,24.0,Alfa Romeo,False,False,True
ZHO,56.0,93.996,5.0,Alfa Romeo,False,False,True
HUL,3.0,100.484,6.0,Haas F1 Team,False,False,True
HUL,13.0,99.406,2.0,Haas F1 Team,True,False,False
HUL,14.0,98.847,3.0,Haas F1 Team,True,False,False
HUL,15.0,98.972,4.0,Haas F1 Team,True,False,False
HUL,16.0,99.136,5.0,Haas F1 Team,True,False,False
HUL,17.0,99.396,6.0,Haas F1 Team,True,False,False
HUL,18.0,100.323,7.0,Haas F1 Team,True,False,False
HUL,19.0,99.633,8.0,Haas F1 Team,True,False,False
HUL,20.0,99.495,9.0,Haas F1 Team,True,False,False
HUL,21.0,99.703,10.0,Haas F1 Team,True,False,False
HUL,22.0,99.934,11.0,Haas F1 Team,True,False,False
HUL,23.0,99.866,12.0,Haas F1 Team,True,False,False
HUL,24.0,99.855,13.0,Haas F1 Team,True,False,False
HUL,25.0,100.295,14.0,Haas F1 Team,True,False,False
HUL,28.0,96.981,2.0,Haas F1 Team,True,False,False
HUL,29.0,97.398,3.0,Haas F1 Team,True,False,False
HUL,30.0,97.617,4.0,Haas F1 Team,True,False,False
HUL,31.0,97.891,5.0,Haas F1 Team,True,False,False
HUL,32.0,97.806,6.0,Haas F1 Team,True,False,False
HUL,33.0,97.761,7.0,Haas F1 Team,True,False,False
HUL,34.0,97.895,8.0,Haas F1 Team,True,False,False
HUL,35.0,98.093,9.0,Haas F1 Team,True,False,False
HUL,36.0,98.245,10.0,Haas F1 Team,True,False,False
HUL,37.0,98.108,11.0,Haas F1 Team,True,False,False
HUL,38.0,98.191,12.0,Haas F1 Team,True,False,False
HUL,39.0,98.184,13.0,Haas F1 Team,True,False,False
HUL,42.0,96.616,5.0,Haas F1 Team,False,False,True
HUL,43.0,96.793,6.0,Haas F1 Team,False,False,True
HUL,44.0,97.076,7.0,Haas F1 Team,False,False,True
HUL,45.0,97.314,8.0,Haas F1 Team,False,False,True
HUL,46.0,99.972,9.0,Haas F1 Team,False,False,True
HUL,47.0,96.806,10.0,Haas F1 Team,False,False,True
HUL,48.0,97.086,11.0,Haas F1 Team,False,False,True
HUL,49.0,97.077,12.0,Haas F1 Team,False,False,True
HUL,50.0,97.242,13.0,Haas F1 Team,False,False,True
HUL,51.0,97.306,14.0,Haas F1 Team,False,False,True
HUL,52.0,97.917,15.0,Haas F1 Team,False,False,True
HUL,53.0,98.067,16.0,Haas F1 Team,False,False,True
HUL,54.0,98.458,17.0,Haas F1 Team,False,False,True
HUL,55.0,98.564,18.0,Haas F1 Team,False,False,True
HUL,56.0,99.206,19.0,Haas F1 Team,False,False,True
OCO,2.0,100.408,5.0,Alpine,False,False,True
OCO,3.0,99.948,6.0,Alpine,False,False,True
OCO,4.0,99.543,7.0,Alpine,False,False,True
OCO,5.0,100.281,8.0,Alpine,False,False,True
OCO,6.0,100.331,9.0,Alpine,False,False,True
OCO,7.0,100.488,10.0,Alpine,False,False,True
OCO,8.0,100.562,11.0,Alpine,False,False,True
OCO,14.0,98.649,2.0,Alpine,True,False,False
OCO,17.0,98.78,5.0,Alpine,True,False,False
OCO,18.0,98.886,6.0,Alpine,True,False,False
OCO,19.0,98.817,7.0,Alpine,True,False,False
OCO,20.0,98.809,8.0,Alpine,True,False,False
OCO,21.0,98.976,9.0,Alpine,True,False,False
OCO,22.0,99.028,10.0,Alpine,True,False,False
OCO,23.0,100.052,11.0,Alpine,True,False,False
OCO,24.0,99.382,12.0,Alpine,True,False,False
OCO,25.0,99.435,13.0,Alpine,True,False,False
OCO,26.0,99.521,14.0,Alpine,True,False,False
OCO,27.0,99.594,15.0,Alpine,True,False,False
OCO,28.0,100.026,16.0,Alpine,True,False,False
OCO,30.0,99.757,18.0,Alpine,True,False,False
OCO,31.0,99.748,19.0,Alpine,True,False,False
OCO,34.0,96.797,2.0,Alpine,True,False,False
OCO,35.0,96.964,3.0,Alpine,True,False,False
OCO,36.0,97.364,4.0,Alpine,True,False,False
OCO,37.0,97.338,5.0,Alpine,True,False,False
OCO,38.0,97.216,6.0,Alpine,True,False,False
OCO,39.0,97.523,7.0,Alpine,True,False,False
NOR,2.0,100.433,2.0,McLaren,False,False,True
NOR,3.0,99.777,3.0,McLaren,False,False,True
NOR,12.0,99.314,2.0,McLaren,True,False,False
NOR,13.0,99.51,3.0,McLaren,True,False,False
NOR,14.0,99.243,4.0,McLaren,True,False,False
NOR,15.0,98.87,5.0,McLaren,True,False,False
NOR,16.0,98.86,6.0,McLaren,True,False,False
NOR,19.0,97.966,5.0,McLaren,False,False,True
NOR,20.0,98.345,6.0,McLaren,False,False,True
NOR,21.0,98.297,7.0,McLaren,False,False,True
NOR,22.0,98.908,8.0,McLaren,False,False,True
NOR,23.0,98.291,9.0,McLaren,False,False,True
NOR,24.0,98.696,10.0,McLaren,False,False,True
NOR,25.0,98.447,11.0,McLaren,False,False,True
NOR,26.0,98.44,12.0,McLaren,False,False,True
NOR,29.0,97.26,2.0,McLaren,False,True,False
NOR,30.0,97.605,3.0,McLaren,False,True,False
NOR,31.0,97.768,4.0,McLaren,False,True,False
NOR,32.0,98.111,5.0,McLaren,False,True,False
NOR,33.0,97.52,6.0,McLaren,False,True,False
NOR,34.0,97.987,7.0,McLaren,False,True,False
NOR,35.0,97.87,8.0,McLaren,False,True,False
NOR,36.0,99.886,9.0,McLaren,False,True,False
NOR,37.0,100.197,10.0,McLaren,False,True,False
NOR,39.0,98.347,2.0,McLaren,True,False,False
NOR,41.0,96.705,4.0,McLaren,True,False,False
NOR,42.0,96.668,5.0,McLaren,True,False,False
NOR,43.0,96.687,6.0,McLaren,True,False,False
NOR,44.0,97.219,7.0,McLaren,True,False,False
NOR,45.0,97.426,8.0,McLaren,True,False,False
NOR,46.0,97.656,9.0,McLaren,True,False,False
NOR,47.0,100.433,10.0,McLaren,True,False,False
NOR,49.0,99.08,6.0,McLaren,False,False,True
NOR,50.0,95.257,7.0,McLaren,False,False,True
NOR,51.0,95.822,8.0,McLaren,False,False,True
NOR,52.0,96.152,9.0,McLaren,False,False,True
NOR,53.0,96.5,10.0,McLaren,False,False,True
NOR,54.0,99.789,11.0,McLaren,False,False,True
HAM,2.0,99.166,5.0,Mercedes,False,False,True
HAM,3.0,99.22,6.0,Mercedes,False,False,True
HAM,4.0,99.198,7.0,Mercedes,False,False,True
HAM,5.0,99.335,8.0,Mercedes,False,False,True
HAM,6.0,99.756,9.0,Mercedes,False,False,True
HAM,7.0,99.757,10.0,Mercedes,False,False,True
HAM,8.0,100.267,11.0,Mercedes,False,False,True
HAM,9.0,100.323,12.0,Mercedes,False,False,True
HAM,10.0,100.289,13.0,Mercedes,False,False,True
HAM,14.0,98.308,2.0,Mercedes,True,False,False
HAM,15.0,98.527,3.0,Mercedes,True,False,False
HAM,16.0,98.617,4.0,Mercedes,True,False,False
HAM,17.0,98.704,5.0,Mercedes,True,False,False
HAM,18.0,98.69,6.0,Mercedes,True,False,False
HAM,19.0,98.684,7.0,Mercedes,True,False,False
HAM,20.0,98.478,8.0,Mercedes,True,False,False
HAM,21.0,98.581,9.0,Mercedes,True,False,False
HAM,22.0,98.46,10.0,Mercedes,True,False,False
HAM,23.0,98.384,11.0,Mercedes,True,False,False
HAM,24.0,98.367,12.0,Mercedes,True,False,False
HAM,25.0,98.29,13.0,Mercedes,True,False,False
HAM,26.0,98.339,14.0,Mercedes,True,False,False
HAM,27.0,98.369,15.0,Mercedes,True,False,False
HAM,28.0,98.265,16.0,Mercedes,True,False,False
HAM,29.0,98.38,17.0,Mercedes,True,False,False
HAM,32.0,97.563,2.0,Mercedes,True,False,False
HAM,33.0,97.549,3.0,Mercedes,True,False,False
HAM,34.0,98.135,4.0,Mercedes,True,False,False
HAM,35.0,96.831,5.0,Mercedes,True,False,False
HAM,36.0,96.546,6.0,Mercedes,True,False,False
HAM,37.0,97.388,7.0,Mercedes,True,False,False
HAM,38.0,98.304,8.0,Mercedes,True,False,False
HAM,39.0,97.478,9.0,Mercedes,True,False,False
HAM,40.0,97.494,10.0,Mercedes,True,False,False
HAM,42.0,97.061,12.0,Mercedes,True,False,False
HAM,43.0,97.111,13.0,Mercedes,True,False,False
HAM,44.0,97.048,14.0,Mercedes,True,False,False
HAM,45.0,97.661,15.0,Mercedes,True,False,False
HAM,46.0,97.779,16.0,Mercedes,True,False,False
HAM,47.0,98.517,17.0,Mercedes,True,False,False
HAM,48.0,97.844,18.0,Mercedes,True,False,False
HAM,49.0,97.954,19.0,Mercedes,True,False,False
HAM,50.0,97.77,20.0,Mercedes,True,False,False
HAM,51.0,98.014,21.0,Mercedes,True,False,False
HAM,52.0,97.803,22.0,Mercedes,True,False,False
HAM,53.0,97.988,23.0,Mercedes,True,False,False
HAM,54.0,98.076,24.0,Mercedes,True,False,False
HAM,55.0,97.955,25.0,Mercedes,True,False,False
HAM,56.0,98.111,26.0,Mercedes,True,False,False
HAM,57.0,98.255,27.0,Mercedes,True,False,False
SAI,2.0,98.933,5.0,Ferrari,False,False,True
SAI,3.0,99.042,6.0,Ferrari,False,False,True
SAI,4.0,98.985,7.0,Ferrari,False,False,True
SAI,5.0,99.128,8.0,Ferrari,False,False,True
SAI,6.0,99.474,9.0,Ferrari,False,False,True
SAI,7.0,99.502,10.0,Ferrari,False,False,True
SAI,8.0,99.779,11.0,Ferrari,False,False,True
SAI,9.0,99.744,12.0,Ferrari,False,False,True
SAI,10.0,100.102,13.0,Ferrari,False,False,True
SAI,11.0,100.507,14.0,Ferrari,False,False,True
SAI,12.0,100.52,15.0,Ferrari,False,False,True
SAI,15.0,97.985,2.0,Ferrari,True,False,False
SAI,16.0,98.433,3.0,Ferrari,True,False,False
SAI,17.0,98.161,4.0,Ferrari,True,False,False
SAI,18.0,98.287,5.0,Ferrari,True,False,False
SAI,19.0,98.21,6.0,Ferrari,True,False,False
SAI,20.0,98.096,7.0,Ferrari,True,False,False
SAI,21.0,98.24,8.0,Ferrari,True,False,False
SAI,22.0,98.453,9.0,Ferrari,True,False,False
SAI,23.0,98.597,10.0,Ferrari,True,False,False
SAI,24.0,98.314,11.0,Ferrari,True,False,False
SAI,25.0,98.571,12.0,Ferrari,True,False,False
SAI,26.0,98.331,13.0,Ferrari,True,False,False
SAI,27.0,98.423,14.0,Ferrari,True,False,False
SAI,28.0,98.474,15.0,Ferrari,True,False,False
SAI,29.0,98.55,16.0,Ferrari,True,False,False
SAI,30.0,98.601,17.0,Ferrari,True,False,False
SAI,33.0,97.548,2.0,Ferrari,True,False,False
SAI,34.0,97.475,3.0,Ferrari,True,False,False
SAI,35.0,97.441,4.0,Ferrari,True,False,False
SAI,36.0,97.706,5.0,Ferrari,True,False,False
SAI,37.0,97.13,6.0,Ferrari,True,False,False
SAI,38.0,97.444,7.0,Ferrari,True,False,False
SAI,39.0,97.403,8.0,Ferrari,True,False,False
SAI,40.0,97.587,9.0,Ferrari,True,False,False
SAI,42.0,97.375,11.0,Ferrari,True,False,False
SAI,43.0,97.294,12.0,Ferrari,True,False,False
SAI,44.0,97.389,13.0,Ferrari,True,False,False
SAI,45.0,99.561,14.0,Ferrari,True,False,False
SAI,46.0,97.844,15.0,Ferrari,True,False,False
SAI,47.0,98.222,16.0,Ferrari,True,False,False
SAI,48.0,97.897,17.0,Ferrari,True,False,False
SAI,49.0,97.765,18.0,Ferrari,True,False,False
SAI,50.0,97.604,19.0,Ferrari,True,False,False
SAI,51.0,97.672,20.0,Ferrari,True,False,False
SAI,52.0,97.49,21.0,Ferrari,True,False,False
SAI,53.0,97.66,22.0,Ferrari,True,False,False
SAI,54.0,97.694,23.0,Ferrari,True,False,False
SAI,55.0,97.821,24.0,Ferrari,True,False,False
SAI,56.0,98.126,25.0,Ferrari,True,False,False
SAI,57.0,98.021,26.0,Ferrari,True,False,False
RUS,2.0,99.59,5.0,Mercedes,False,False,True
RUS,3.0,99.093,6.0,Mercedes,False,False,True
RUS,4.0,99.261,7.0,Mercedes,False,False,True
RUS,5.0,99.549,8.0,Mercedes,False,False,True
RUS,6.0,99.493,9.0,Mercedes,False,False,True
RUS,7.0,100.056,10.0,Mercedes,False,False,True
RUS,8.0,100.31,11.0,Mercedes,False,False,True
RUS,9.0,100.42,12.0,Mercedes,False,False,True
RUS,10.0,100.532,13.0,Mercedes,False,False,True
RUS,15.0,97.46,2.0,Mercedes,True,False,False
RUS,16.0,97.833,3.0,Mercedes,True,False,False
RUS,17.0,98.604,4.0,Mercedes,True,False,False
RUS,18.0,98.427,5.0,Mercedes,True,False,False
RUS,19.0,98.512,6.0,Mercedes,True,False,False
RUS,20.0,98.578,7.0,Mercedes,True,False,False
RUS,21.0,98.555,8.0,Mercedes,True,False,False
RUS,22.0,98.438,9.0,Mercedes,True,False,False
RUS,23.0,98.773,10.0,Mercedes,True,False,False
RUS,24.0,98.643,11.0,Mercedes,True,False,False
RUS,25.0,98.487,12.0,Mercedes,True,False,False
RUS,26.0,98.462,13.0,Mercedes,True,False,False
RUS,27.0,98.625,14.0,Mercedes,True,False,False
RUS,28.0,98.448,15.0,Mercedes,True,False,False
RUS,29.0,98.792,16.0,Mercedes,True,False,False
RUS,30.0,98.541,17.0,Mercedes,True,False,False
RUS,33.0,97.221,2.0,Mercedes,True,False,False
RUS,34.0,97.311,3.0,Mercedes,True,False,False
RUS,35.0,97.592,4.0,Mercedes,True,False,False
RUS,36.0,97.607,5.0,Mercedes,True,False,False
RUS,37.0,97.822,6.0,Mercedes,True,False,False
RUS,38.0,97.66,7.0,Mercedes,True,False,False
RUS,39.0,97.495,8.0,Mercedes,True,False,False
RUS,40.0,98.085,9.0,Mercedes,True,False,False
RUS,42.0,97.035,11.0,Mercedes,True,False,False
RUS,43.0,97.48,12.0,Mercedes,True,False,False
RUS,44.0,97.597,13.0,Mercedes,True,False,False
RUS,45.0,97.316,14.0,Mercedes,True,False,False
RUS,46.0,97.571,15.0,Mercedes,True,False,False
RUS,47.0,97.432,16.0,Mercedes,True,False,False
RUS,48.0,97.52,17.0,Mercedes,True,False,False
RUS,49.0,97.718,18.0,Mercedes,True,False,False
RUS,50.0,97.383,19.0,Mercedes,True,False,False
RUS,51.0,97.825,20.0,Mercedes,True,False,False
RUS,52.0,97.589,21.0,Mercedes,True,False,False
RUS,53.0,97.841,22.0,Mercedes,True,False,False
RUS,54.0,97.923,23.0,Mercedes,True,False,False
RUS,55.0,97.86,24.0,Mercedes,True,False,False
RUS,56.0,97.636,25.0,Mercedes,True,False,False
RUS,57.0,97.767,26.0,Mercedes,True,False,False
BOT,2.0,99.956,2.0,Alfa Romeo,False,False,True
BOT,3.0,99.397,3.0,Alfa Romeo,False,False,True
BOT,4.0,99.823,4.0,Alfa Romeo,False,False,True
BOT,6.0,100.265,6.0,Alfa Romeo,False,False,True
BOT,7.0,100.564,7.0,Alfa Romeo,False,False,True
BOT,8.0,100.387,8.0,Alfa Romeo,False,False,True
BOT,9.0,100.275,9.0,Alfa Romeo,False,False,True
BOT,13.0,98.03,2.0,Alfa Romeo,True,False,False
BOT,14.0,98.098,3.0,Alfa Romeo,True,False,False
BOT,15.0,98.851,4.0,Alfa Romeo,True,False,False
BOT,16.0,98.494,5.0,Alfa Romeo,True,False,False
BOT,17.0,99.973,6.0,Alfa Romeo,True,False,False
BOT,18.0,100.24,7.0,Alfa Romeo,True,False,False
BOT,19.0,99.497,8.0,Alfa Romeo,True,False,False
BOT,20.0,100.442,9.0,Alfa Romeo,True,False,False
BOT,21.0,99.355,10.0,Alfa Romeo,True,False,False
BOT,22.0,99.356,11.0,Alfa Romeo,True,False,False
BOT,23.0,99.311,12.0,Alfa Romeo,True,False,False
BOT,24.0,99.427,13.0,Alfa Romeo,True,False,False
BOT,25.0,99.49,14.0,Alfa Romeo,True,False,False
BOT,26.0,99.5,15.0,Alfa Romeo,True,False,False
BOT,27.0,99.287,16.0,Alfa Romeo,True,False,False
BOT,28.0,99.016,17.0,Alfa Romeo,True,False,False
BOT,31.0,97.379,2.0,Alfa Romeo,True,False,False
BOT,32.0,97.675,3.0,Alfa Romeo,True,False,False
BOT,33.0,97.775,4.0,Alfa Romeo,True,False,False
BOT,34.0,97.774,5.0,Alfa Romeo,True,False,False
BOT,35.0,97.817,6.0,Alfa Romeo,True,False,False
BOT,36.0,97.827,7.0,Alfa Romeo,True,False,False
BOT,37.0,97.774,8.0,Alfa Romeo,True,False,False
BOT,38.0,97.658,9.0,Alfa Romeo,True,False,False
BOT,39.0,97.784,10.0,Alfa Romeo,True,False,False
BOT,42.0,97.736,13.0,Alfa Romeo,True,False,False
BOT,43.0,97.813,14.0,Alfa Romeo,True,False,False
BOT,44.0,97.868,15.0,Alfa Romeo,True,False,False
BOT,45.0,97.688,16.0,Alfa Romeo,True,False,False
BOT,46.0,97.83,17.0,Alfa Romeo,True,False,False
BOT,47.0,97.815,18.0,Alfa Romeo,True,False,False
BOT,48.0,97.5,19.0,Alfa Romeo,True,False,False
BOT,49.0,97.85,20.0,Alfa Romeo,True,False,False
BOT,50.0,97.71,21.0,Alfa Romeo,True,False,False
BOT,51.0,97.816,22.0,Alfa Romeo,True,False,False
BOT,52.0,97.947,23.0,Alfa Romeo,True,False,False
BOT,53.0,97.856,24.0,Alfa Romeo,True,False,False
BOT,54.0,97.738,25.0,Alfa Romeo,True,False,False
BOT,55.0,97.807,26.0,Alfa Romeo,True,False,False
BOT,56.0,98.16,27.0,Alfa Romeo,True,False,False
BOT,57.0,98.407,28.0,Alfa Romeo,True,False,False
